czy_stwierdzenie,tekst
1,"@Tomi9929369418 @szczepimysie Chlopieee kto ci odpowie jak to szczepionka awaryjnie dopuszczona... kto mial ja testowac wczesniej? Szczury? Moze byc tak ze odpornosc bedzie na cale zycie albo wystarczy na rok moze dwa tyle gosciu
"
0,"@wszczeklik Ciekawe co jeszcze musi się zdarzyć, żeby Pan nie agitował za tą szczepionką? Korzyści większe niż ryzyko. Ciekawe.
"
0,"#NOP po #szczepionka! 🙃 https://t.co/dbEUA2VFxJ
"
0,"@Matu_w_PT No to trzeba się pchać na Pfizera. Trzymam kciuki!!! Chociaż jak dla mnie każda szczepionka na wagę złota! 💪🏻
"
1,"@agentwolnosci @XyzakZak @BlaszczykMm @KonradBerkowicz #jprdl prawie 70% dorosłej populacji ma przeciwciała (ponas 11 mln ludzi zaszczepionych co najmniej 1 dawką, prawie 3 mln ludzi przechorowało). Szczepionka chroni w 100% przed ciężkim przebiegiem i zgonem. Może poczytaj coś innego niż foliarskie bzdury?
"
1,"""Szczepionka koncernu #AstraZeneca przeciw #Covid_19 jest rekomendowana i należy ją stosować w przypadku osób w wieku powyżej 55 lat – powiedział w piątek @EmmanuelMacron podczas wizyty w zakładach produkujących szczepionki #PfizerBioNTech w Eure-et-Loir.
https://t.co/q9Gg0iYZ4q""
"
0,"""@konkret24 @tvn24 Kłamstwo 24 nie napisało że był zator w dostawach szczepionek z winy producentów
To pytam czym mieli szczepić trutką na szczury żeby statystyki wam pasowały""
"
1,"@PKontrowersje Stanowisko EMA zmienia się dynamicznie jak pisowskie obostrzenia i statystyki kowid tuż przed świętami chrześcijańskimi. Najpierw - brak związku między zakrzepami a szczepionką. Teraz - związek jest ale bardzo rzadki, nie ma obaw, można się szczepić. Co powiedzą później?
"
0,"@mally1988 @luqmwek @Polsport @radekszalaj Szczepionka nie chroni, jeśli nie zapewnia ochrony. Te nie zapewniają, więc przed niczym nie chronią. Mogą zmniejszyć szanse na zachorowanie i cięższe przechodzenia, ale NIE CHRONIĄ przed zarażeniem!
"
1,"@PioSzlachtowicz Służby Zdrowia. Brak lekarzy na dyżurach, przekształcanie szpitali na covidowe, w których bardzo często leżą pacjenci zdrowi z podejrzeniem wirusa. Ministerstwo ślepo wierzy że jedyny ratunek dla pacjenta to terapia tlenową i szczepionka, przez to mamy tyle zgonów
"
0,"@kuba_w A to była szczepionka?! 😎🥴
"
0,"""@szczepimysie @JacekJaworskiGd @michaldworczyk @trzaskowski_ Wolnych możliwości szczepień nigdy za wiele, w obecnej sytuacji. Najwyżej byłyby użyte mniej ze wzgledu na dostępność szczepionek. 
Pacjenci i tak powszechnie już uprawiają turystykę  za szczepionką.""
"
0,"@BogdanKlich @POMalopolska @Platforma_org @OlekMiszalski @meysztowicz @NewsPlatforma .... społeczeństwo doskonale orientuje się gdzie i jak ma się szczepić na tyle że potrafi wykorzystywać każdą lukę  jaka jej się trafi..
"
0,"@WaitsTw Kolejny zaszczepiony, dla którego szczepionka okazała się lekarstwem gorszym od choroby?
"
0,"@BellaOneczko Wysoce prawdopodobne, że szczepionka spowodowała nieodwracalne zmiany, po czym nastąpił zator, zakrzepica.
"
0,"@AndrzejPiecuch Pewnie szczepionka go dobiła. Teraz się zacznie, wiekowi będą padac jak muchy po dwóch dawkach. R. I. P
"
0,"@ApickiKrzysztof Mysle, że nie chodzi o strach przed szczepionką jako taką, ale przed atmosferą wyścigu, w jakim je wyprodukowano. A Rosjanom po prostu nie ufam. Kilka miesięcy temu czytałam artykuł o sputniku. Dziennikarz, który się zaszczepił, po objawach ubocznych zrezygnował z drugiej dawki.
"
0,"@sako_jkb @tomaszbryjow Szczepionka działa - umarł, ale w mniejszych bólach!
"
0,"""@poprawnym2 Jasne, na pewno nie szczepionka. Gdyby nie przyjął szczepionki, to pewnie dożyłby tylko 50 lat...

Gdy puknie się Pan w czoło, na pewno nie usłyszymy dzwięku stukania w dzban. Baammmmm!!!""
"
1,"@Marcin_K5 Był zaszczepiony i zmarł.. czyli teorie, że  „szczepionka chroni przed ciężkim przechorowaniem” można włożyć między bajki...
"
0,"""@MZ_GOV_PL chce szczepić dzieci bo podobno jest coraz więcej przypadków śmiertelnych 🤔
No to wygenerujmy sobie w statystykach same dzieciaki w wieku od 0-13 roku życia, z przedziałem dat 31.12.20-28.03.21 
no i mamy pełen obraz 🙄 
#Szczepienia 
https://t.co/hbilNLku73 https://t.co/ek2lZZrrRr""
"
0,"@Tomasz26990142 @mgm27_2005 @asiamarcowa @BarTysz Być moze Amantadyna się nie sprawdzi na dłuższą metę. Być może. Ale trzeba szukać. Trzeba badać. Trzeba być otwartym na coś, co pomoże. A nie tylko szczepionka i szczepionka.
"
0,"„Koronawirus. Poradnik”: Czym jest szczepionka AstraZeneca i jak działa? https://t.co/YQ73OEvSIO #wieszwiecej
"
0,"@naspokojnie @Grzegor71050803 @R__o__h_ @PremierRP @michaldworczyk A tym co nie przychodzą - to blokada na 30 dni by nie można się było zarejestrować i zaszczepić.
"
0,"""#"
0,"""– To jeszcze nie jest ten moment, aby „poluźnić” zasady, które obowiązują w przypadku niestawienia się osoby zapisanej na szczepienie – poinformował szef KPRM i pełnomocnik rządu do spraw szczepień @michaldworczyk. #szczepienia
 https://t.co/fjy8elxF2E""
"
1,"@pterL_ @K_Stanowski Właśnie wychodzi, że na kobiety ta szczepionka działa gorzej jak na facetów......ciekawe....
"
1,"""@Adrian_i7 @bweglarczyk Szczepionka nie, twórca szczepionki gwarantuje w 96% -tach
https://t.co/7y4ezMZpxR""
"
0,"@pawepiasecki4 @Robeq4 @TOPTVPINFO @TeleexpressTVP I gdzie w tym jest stwierdzenie, że szczepionka jest niebezpieczna ?
"
1,"""@JanGrabiec @PatrykSlowik Liczba dawek dla PSz jest ograniczona liczbą dostępnych w PL dawek. 

Punkty Szczepień miały w tym tygodniu możliwość zamówienia dodatkowych dawek szczepionki Pfizer. Została ona również uwolniona dla wszystkich osób poniżej 70 r.ż. Dostawy są realizowane zgodnie z zamówieniami.""
"
0,"@krzysztofsienk3 @a_niedzielski To dobra szczepionka.O 100% skuteczności.
"
1,"""@TomaszGryguc To nie Chiny wypuściły z labo SARS-CoV-2 (chociaż przy nim pracowały razem z Jankesami). To żołnierze USA zaszczepieni eksperymentalną '""szczepionką'"" przywlekli go do Wuhan w X.2019. Ten podpicowany koronawirus krążył w USA już latem 2019, najpierw w okolicach Fort Detrick...""
"
1,"@Michal_D86 Tak. Inwalidami. Szczepionka to nic innego jak wszczepienie chorób. Pierwsza dawka zabija odporność. Szczepienia wyszczepieni muszą powtarzać co rok do końca życia, bo jeśli nie to ich organizm nie jest już w stanie wytworzyć przeciwciał, bo zabiła tę zdolność pierwsza dawka.
"
0,"@AnnElizabeth666 Szczepionka, to szczepionka.
"
1,"""Przyjął 2 dawki śmiercionośnej cieczy zwanej przez pisowskich MORDERCÓW Polaków'""szczepionką'"" Uwierzył Dudzie Morawieckiemu Niedzielskiemu......Eksperymentalna ciecz zabija!! Tylko to mają,poza mandatami karami MORDERCY Polaków z pisu... A Duda.....Żałosna postać.......***** PIS!""
"
1,"@_leoncello @kat_krzeszowska Osoby szczepione w ramach grupy 1b są szczepione preparatami Pfizer i Moderna. Osoby młodsze niż 70 lat mogą być obecnie szczepione dowolną szczepionką przypisaną do terminu.
"
0,"@MaciejFoxy Wtedy miała kryzys i żałowała, że nie poszła się zaszczepić. Szybko jej jednak przeszło, jak poważnie się odwodniła i pies z kulawą nogą nie chciał jej pomóc. Ani rodzinny, ani nocna opieka ani pogotowie. Bardzo przeżyła stygmatyzję testem.
"
1,"""Przypominam, że zaszczepiłem się szczepionką #AstraZeneca 
Nie wyrosła mi druga głowa. 
Nie wyczuwam żadnego czipa. 
Nie mam wgranej dyskografii Zenka Martyniuka. 
Wszystko jest na miejscu. 
Za to krew we mnie aż buzuje, bo czuję się bezpiecznie.""
"
0,"""Znajoma bliskiej mi osoby to, co nazywa się '""pandemią'"", i wszystkie związane z nią obostrzenia i szczepienia bardzo celnie nazwała '""zbiorowym testem na inteligencję'"". Przykro mi powiedzieć, ale betonowy elektorat popieranego przeze mnie od lat PiS-u zdaje ten test na jedynkę.""
"
0,"@DDudkowiak @MiastoLeszno @wuw_poznan To dobre miejsca. Szpital też wykonuje szczepienia. Są pewnie wytyczne WUW, których Pan nie zna. Jeżeli chodzi o halę trapez to przypominam o meczach i treningach @KsFutsalLeszno i innych zespołów.
"
0,"@PolsatNewsPL Mniej 1%? Szczepi się wszystkich a na covida choruje niewielu, z czego niewielu ciężko. Wśród okaleczonych szczepionką są tacy którym covid nic by nie zrobił.
"
0,"""@Anna_Mierzynska I nie dziwi tez reakcja 🇮🇪 '""Szczepionka, ktora nie jest zatwierdzona przez EMA nigdy nie bedzie stosowana w ROI.'""""
"
0,"@RobbieScotTwink @strozyk_mateusz szczepionka czyni wolnym mówili😉
"
0,"@GSmereczynski Nie wiem kto i nie wiem co miałby mi wytknąć. Z trójką małych dzieci trudno o dalekie podróże 😂 dlatego preferujemy wycieczki do lasu, spanie pod namiotem - lubimy Polskę i jakoś znosimy, że pogoda nie rozpieszcza  🙂. Na szczepienia przyszłam z pracy w SOR, także tego.
"
0,"troche wyzej w oswiadczeniu bylo napisane ze powiazanie miazdzycy ze szczepionka jest up tp further investigation ps wczoraj w polsce bylo tysiac zgonow i to nie przez szczepionke, wrecz przeciwnie ;)
"
0,"@plangier Trzeba Panu Sawickiemu przekazać, że szczepionka nie chroni przed zakażeniem.
"
1,"Coronawirus mutuje, bez sensu na każdą mutacje szukać szczepionki, i szczepić 3 razy!  trzeba znaleźć ten jeden czynnik ,który mutuje na różne mutacje, i wtedy jedna szczepionka będzie efektywna z przeciwciałami, i  podana jeden raz na wszystkie mutacje.💫
"
1,"@pyrka_k Moderna, jak Pfizer, to szczepionka mRNA. Podobno ma wysoką skuteczność. Mi proponowali AstręZenecę, ale nie wiem, czy jednak nie zrezygnuję na rzecz Pfizera/Moderny. Jak czytam o potencjalnych powikłaniach, to trochę zaczynam się bać :(
"
1,"""Krzysztof Krawczyk zaszczepił się. Dlatego krzyczymy, abyście się nie szczepili, ponieważ szczepionka powoduje brak odpowiedzi immunologicznej – stwierdziła Kołakowska. – Ci, którzy się szczepią, mogą w ten sposób zakończyć swój żywot. 
Bez komentarza
https://t.co/t10zIhXXXW""
"
1,"""Nie no, związek między szczepionką a zakrzepami jest, nie wiemy w sumie jaki, więc zostawimy szczepionki na rynku, zamiast wycofać i zbadać ewentualne przyczyny. 

No chyba, że jednak potrzebują dodatkowych przypadków, aby dowiedzieć się o co chodzi - wtedy to by było zrozumiałe.""
"
0,"@Andrzej118 @JacekJaworskiGd @Witold83312991 Nie wiem gdzie mieszkasz, ale jeśli masz możliwość to zapraszam do Katowic. Masa wolnych terminów (ja mam na 11.05 - grupa 40+) a ponadto ludzie masowo rezygnują że szczepienia Astrą, więc wolnych terminów przybywa.
"
0,"@1e0efe15b84e479 @Micha53907142 @kosik_md poczekajmy trochę, być może trwające szczepienia również okażą się antykoncepcją, taką na zawsze.
"
0,"@acosta_re_nata Bez jaj. Szczepionka musi przejść jakąś akredytację, badania. Nie śledzę info o sputniku ale jeśli działa, to nie zostaje nic innego jak ją brać. ( Chociaż szczerze wątpię, tak jak Wy).
"
1,"@tomzaw83 @kzvsky 30latkowie to jak pracują w medycynie czy szkołach. Moja znajoma była tak szczepiona. Po szczepieniu, 3 tygodnie temu, miała pacjenta, który dzień później poinformował ja ze zachorował na covid. Z nią nic czyli szczepionka zadziałała.
"
1,"""1 na 166 zaszczepionych doznał poważnego NOP po Astrze.
Po Pfizer-1 na 333 osób. 
Dane z UK.
Taka '""bezpieczna'"" ta '""szczepionka '""""
"
1,"@DoRzeczy_pl No jak złapał Covida 4 dni po szczepionce to nie miał jeszcze odporności. Szczepionka to nie Apap nie działa 15 minut po podaniu.
"
1,"@KStrzalkowski @MarioAwario @MZ_GOV_PL Jestem 60+, pod koniec marca rejestrowałem się na szczepienie. We wszystkich możliwych terminach na kwiecień/maj dostępna była wyłącznie szczepionka AstraZeneca. Chętnie wybrałbym inną.
"
0,"@greenka79 Jogo szczepionka jest w Rzeszowie
"
1,"""@kondi1984 W Wielkiej Brytanii zaszczepiono już ponad 30 mln osób, w tym dużą część preparatem AstraZeneca. Ponadto szczepionka została sprawdzona przez Europejską Agencję Leków, której wymogi i procedury wypracowane zostały przez przedstawicieli krajów UE.
https://t.co/fcYIKxZ9cY""
"
1,"@szczepimysie @restory244 @nmaliszewski Pani na infolinii wyznaczyła nowy termin, ale nie daje 100proc. gwarancji jaka szczepionka, bo kwalifikuje lekarz..czy to prawda?
"
0,"@MarioRebeliant @MagdaMswms @ezoteryczna301 @edyta77 My jeszcze mamy mądralińskich straszących szczepionką AZ, która dała efekty w UK.
"
1,"""@joannabak31 To nowa wersja bajeczki?
Te opowieści o kuzynie już nie działają?
Może zamieścić wpisy dwóch lekarzy ŚMIESZKÓW którzy mówili że po szczepieniu będą się łączyć przez 5G ?
Lek przeciwnicy TYCH szczepień mówią wyraźnie: szczepionka nie przeszła wszystkich badań i to jest eksperyment""
"
0,"@BorowikSyn @szamajama @MariuszMorda @K_Stanowski Bo tu jest clou problemu, szczepionka może działać i być z nią wszystko ok ale też może być wadliwa, bo została stworzona jak na szczepionkę szybko i słabo przebadana więc producent nie jest wstanie podać wszystkich powikłań i czy w ogóle jakieś są
"
0,"@Lewactwo i jeszcze konsultanci niechętnie sprawdzają jaka szczepionka
"
0,"@Krzychu74706173 kurwa, z tego wszystkiego to ten Sputnik wydaje się być najbezpieczniejszy to to chyba stara szczepionka na grypę pewnie zajumana przez KGB z jakiegoś laboratorium w nowym opakowaniu.
"
0,"@szczepimysie @MZ_GOV_PL Czy to prawda, że zmieszana szczepionka AZ i J&amp;J, ktora miala trafic do utylizacji trafi jednak do Polski?
"
1,"Minister @michaldworczyk w #KPRM: Namawiamy wszystkich pacjentów powyżej 60 r.ż., żeby zwracać się do punktu szczepień z pytaniem o możliwość przesunięcia terminu na wcześniej. Jeśli z jakichś powodów będzie to niemożliwe prosimy o kontakt przez naszą infolinię 989.
"
0,"""@JacekWronaCBS JAK MNKE CIESZY ZE TYLU U NAS SPECJALOSTOW...😁😉😂😂
Pozatym to mnożą się nam CELEBRYCI powiatowi, gminni... Mój dziadek czeka.... a kolega lat 40 juz zaszczepiony... Szczepienia w prywatnym ośrodku ktorego wlasciciel jest ekspertem TVN 
ot taka hostoria....""
"
0,"""@PBasiukiewicz Panie doktorze,proszę mi odpowiedzieć na pytanie,ktore chcialabym pokazać swojemu mężowi,który chce się zaszczepić,a moje argumenty o niebezpi. nie docierają.
Czy w przypadku niedocz.tarcz,z bardzo wysokimi wynikami TSH,antyTPO(ponad 400)i anty TG są  niebepiczene!""
"
1,"@GCessak @rzeczpospolita @EMA_News @AstraZeneca Tak to jest jak szczepionka powstaje w ekspresowym tempie 10 miesięcy (a nie lat, jak normalnie) i jest dopuszczana do użytku warunkowo, bez zakończenia 3 fazy badań. To eksperyment medyczny.
"
0,"""@JarekMarek11 @SamselMarcin @JNizinkiewicz @AnnaZabl @gfkot @JacekJaworskiGd @ZiutaB @rzeczpospolita @WitoldGlowacki 390 260 - to stan magazynów RARS (przede wszystkim rezerwa na II dawki i ew. zaburzenia dostaw). Cała reszta szczepionek ma już swoje terminy dostaw na konkretne szczepienia lub jest już w PSz.

Spełniamy deklaracje odnośnie tempa. Tak było w 1Q (6 mln) i tak będzie w 2Q (20 mln)""
"
0,""".@a_niedzielski (@MZ_GOV_PL): 
Do tej pory mieliśmy taką sytuację, że tylko i wyłącznie lekarze mieli ten przywilej kwalifikowania do szczepienia. 
#włączprawdę z #TVRepublika""
"
0,"@_zboral @adam_abramczyk @Jan_Kunert Są miejsca, gdzie brak chętnych starszych, dziwne, ale prawdziwe, dodatkowo ludzie wypisują się albo po prostu nie przychodzą na umówione szczepienia, bo nie. To nie jest takie proste.
"
0,"""РФПИ потребовал от Словакии вернуть поставленный «Спутник V». Словацкая газета сообщила, что закупленная вакцина не та, которую положительно оценил журнал The Lancet. РФПИ назвал эту новость фальшивкой, но зачем-то требует вернуть жижу.
Да та. Та)))
https://t.co/eOOo0bHe3w""
"
0,"""@wojtekao Nie chodzi o źródło, ale jak widzę mechanizm:

UK - 60 tys. przypadków dziennie
*SZCZEPIENIA*
UK - 4 tys. przypadków dziennie

To wnioski nasuwają się jednak same.""
"
1,"""...(trombocytów). Tak dzieje się, gdy sama szczepionka dostanie się do krwi.

2. kiedy takie białka kolca, genetycznie modyfikowane z naszych komórek, dostają się do krwi, wiążą się bezpośrednio z receptorami ACE2 płytek krwi, co również prowadzi do krzepnięcia krwi i zakrzepicy""
"
0,"– Kraje UE dostaną dawki wystarczające do pełnego zaszczepienia co najmniej 70 proc. dorosłych mieszkańców do połowy lipca. Bez Sputnika - mówi komisarz Thierry Breton. https://t.co/PKabUSZW2z
"
1,"@0nlyNSX @MZ_GOV_PL W Polsce dalej jak w lesie? Ludzie, czytajcie informacje na temat badań. Nasza szczepionka jest skuteczniejsza od AstraZeneki
"
0,"💬 @Leszczyna o organizacji szczepień: Rząd tego nie potrafi, samorządy zrobiłyby to lepiej https://t.co/B5QZZCrGtD
"
0,"""@Roman18980093 @MariuszBroos Tak. I nikt tu tego nie podważa‼ Mowa jest o tym, że ten wyrok dotyczy #COVID19 pośrednio! - gdyż OTWIERA ON UNIJNĄ FURTKĘ aby szczepienia na #COVID19 zrobić PRZYMUSOWE i to mając '""PO LEGALU'"" głęboko '""gdzieś'"" czy to się ludziom podoba czy nie.""
"
1,"""Polska'"" szczepionka na COVID-19 jeszcze latem? Szef PFR zdradził szczegóły https://t.co/vYlW2Uy8Kk""
"
1,"""Coraz trudniej twierdzić, że nie ma związku przyczynowo-skutkowego między szczepionką AstraZeneca i bardzo rzadkimi, nietypowymi przypadkami zakrzepów krwi - powiedział szef zespołu ds. oceny szczepionek EMA.
https://t.co/AlTmzFysHj""
"
1,"Oj tam, oj tam. Czepiacie się . To tylko był promil. A konkretnie To ile? A skąd pan Mazur wie że będzie szczepił Johnsonem, skoro ta szczepionka ma być w Polsce  po 16 kwietnia? Prorok jakiś czy co? A może członek wiadomej partii ? To by dużo wyjaśniło .
"
1,"""@CTomczyk gdzie są zwolennicy szczepionki dlaczego nie napiszą że świętej pamięci Krzysztof Krawczyk został zamordowany  przez trucizne szczepionce?
szczepionka działa likwiduje słabych najsłabszych ;(""
"
0,"Hej @tvn24 dlaczego przerwaliście konferencje Jońskiego i Szczerby ??? Akurat w tym momencie kiedy tłumaczyli gdzie będą badania kliniczne nad szczepionka Johnson&amp; Johnson ?? 🤔😒
"
1,"Holandia wstrzymuje szczepienia preparatem AstraZeneca dla osób poniżej 60 lat https://t.co/3SeoSvr4ld
"
1,"@literka1 @poprawnym2 PRZYCZYNĄ ŚMIERCI KRAWCZYKA BYŁA SZCZEPIONKA!!
"
0,"Możliwe, tyle, że szczepionka z innej kieszeni...
"
1,"@wendywoo6089 Two hundred and forty six Michigan residents have tested positive for Covid-19 after being fully vaccinated. Three of them have died. https://t.co/06GmxVJuby
"
1,"@OrdoMedicus Małe sprostowanie. AZ to szczepionka wektorowa a nie terapia genowa mRNA.
"
1,"@Mateusz_lski @tuja_tajos Szczepienia te to eksperyment i może zakończyć się ludobójstwem. Osoby odpowiedzialne trzeba będzie rozliczyć. Oko za oko, śmierć za śmierć. Temat omawia 97 list otwarty do Prezydenta -  Koronawirus, szczepionki, lekarstwa i lekarze bandyci. Szukaj tu: https://t.co/HVomZByEgh
"
0,"@Gert1700 @pajkiel @P_Klama @mjmackowiak I sporo ludzi obsranych jest przed sczepionką Astry, a w WK pewnie to jest główna szczepionka podawana :P
"
0,"""Podobno szczepionka Pfizera nie ma skutków ubocznych.Są, i to straszliwe. 
Rano, po szczepieniu,mój zwykle marudny mąż,budzi się z uśmiechem:'""Kochanie jaki piękny dzień,słońce świeci,my się kochamy, na obiad bataty. Żyć, nie umierać!'""
Aaa, kto mi podmienił męża! Oddajcie tamtego!""
"
0,"""@naspokojnie @djcarpigiani Podejrzewam, że chętnie by polatał i poecholokował. 

Kurna. Sam bym polatał i poecholokował.

Dworczyk, ty ch**u, gdzie moja szczepionka !?""
"
0,"@PremierRP @michaldworczyk Wasz cel to zniszczenie Polaków. Realizujecie go profesjonalnie. Nikt nie zdewastował tak Polski. A szczepienia jak widać coraz szybciej ludzie trzeźwieją i niechca być waszymi królikami doswiatczalnymi.
"
1,"""/Rosja zażądała od Słowacji zwrotu dostarczonej do kraju szczepionki Sputnik V. Wiesz dlaczego?
Na Słowacji stwierdzono, że szczepionka, którą dostarczono, nie była identyczna z testowaną.
To nie żart. Na Słowację wysłaliśmy dosłownie nikt nie wie co/""
"
0,"Moja szczepionka ;) https://t.co/E1pUuot2Eg
"
1,"""@swinoujscie Szczepionka ma powodować lżejszy przebieg choroby . Więc... przeczytałam właśnie o niezwykle dobrze zwalczających Covid ziołach - czyli o Pachnotce zwyczajnej. Będę starała się dzisiaj kupić . Profilaktycznie póki co....
O amantadynie Niemcy już wiedza i mają produkować w sprayu""
"
1,"@DomowaQra @marian_konarski @etermed Szczepionka nie chroni przed śmiercią. https://t.co/tKYtRqdhj0
"
1,"""Rząd Wielkiej Brytanii kupił 17 milionów dawek - wystarczającą do zaszczepienia około 8,5 miliona ludzi
Szczepionka Moderna: wszystko, co do tej pory wiemy

https://t.co/Ta7h1kCZWO""
"
1,"z tym sie zgodze, ale imo szczepionka która została zrobiona w rok nie ma prawa działać XD
"
0,"""@PBasiukiewicz @OrdoMedicus Sami między sobą się zwalczacie! 
Przykładem choćby dr Bodnar, czy prof. Mackiewicz ze swoją szczepionką

Leczenie ludzi jest sztuką!
Lekarz jest wolnym zawodem!

Nie mamy naukowców, a pajaców z listy płac koncernów,
nie leczyć! tylko szczepić, szczepić, szczepić!
.... po trupach""
"
0,"Pytanie jest: „Do czego jeszcze zdolny jest rząd, który potrafi używać w pandemii szczepionek?” #Jedziemy
"
1,"@xenosstinkriti Zgadza się, ponieważ szczepionka jest sekwencją,  czyli jakimś ciągiem dna wirusa. Nie wyizolowano całości, więc szczepionke oparto na kawałkach. Więc przeciwciała są wytwarzane nie na całosc, część komórek zostaje ukryta. Ukryte mutują i zajmują wolne miejsce po zwalczonych.
"
1,"@Henriet56088274 @polskanarodowa7 W ustawie jaką przegłosował PiS jest wyraźnie napisane, że Pfizer to eksperymenty medyczny. I nie jest to szczepionka tylko preparat.
"
1,"@NikFil12 @Piotr_Lojek @matizzabrza @Dariusz_Jonski @michaldworczyk Czopku, w całej Polsce jak zostaje szczepionka lub kończy się data to szczepia każdego chętnego, bez skierowania. Trzeba wyjść z mentalnego zaścianka jaki się ma w głowie. I grzecznie tobie napisałem dlaczego nie masz skierowania. A rzeszów to już inna bajka
"
0,"@MagdalenaGrudz2 A mój synek 47 lat wczoraj wszedł do osiedlowej przychodni gdzie utworzyli nowy punkt szczepień i spytał czy można zapisać się na listę rezerwową . Usłyszał ze może się zaszczepić natychmiast bo maja jeszcze dwie niewykorzystane szkoda żeby się zmarnowały ...
"
1,"""@szczepimysie Dobrze, obiecuję że to już ostatnie pytanie. TYLKO PROSZĘ O ODPOWIEDŹ NA TEMAT. Podsumujmy: 1. Około 150 osób wyraziło chęć szczepienia '"" w terminie'"". 2. Pomimo, że w systemie widnieją te zgłoszenia, z niemożliwych do wyjaśnienia przyczyn w chmurze krajowej nie odnotowano""
"
1,"""Skuteczność szczepionek na grypę to ok 45-60% skuteczności w zależności od wirusa w sezonie.
Po x latach poszukiwań

Szczepionka na covid to samo. Bo to to samo.Inna etykieta. #Krawczyk się o tym przekonał sam. Kilka mcy katowania się w domu i jedna zwykła infekcja.""
"
1,"@cezarykrysztopa Ale żadna szczepionka nie chroni przed zachorowaniem. Nie bronię Sputnika, tylko każda z obecnie istniejących nie wytwarza bańki próżniowej wokół człowieka. A swoją drogą w ogóle nie wierzę w to, że Sputnik jest szczepionką i poprawi odporność na cokolwiek.
"
1,"""@princezcelestia SZCZEPIONKA NIE POMOGŁA DLA KRAWCZYKA!!!!
POMIMO IŻ KRAWCZYK SIĘ ZASZCZEPIŁ TO I TAK ZACHOROWAŁ NA COVID!!!
KRAWCZYK TO KOLEJNA OSOBA, KTÓRA UMARŁA PO SZCZEPIONCE!!!""
"
1,"@Marcin37805568 „Szczepionka” z mRNA. Właśnie piszą, że na podstawie Moderny (straszne uproszczenie) powstaje szczepionka przeciw HIV o skuteczności 97%
"
0,"@kuba_w Nie ma się co dziwić. To medium, to ściek durniów. A ja właśnie zostałem zaszczepiony przez Niemców w okupowanym Kaliszu, szczepionką przeciw ospie. Do dziś mam ślad, niemal na szczycie prawego ramienia i z przodu. Bo oni tak szczepili.
"
0,"""@szczepimysie @MZ_GOV_PL  czy przeciwwskazanie do szczepienia w postaci przebycia infekcji dotyczy także osób, które '""chorowały bezobjawowo'"" i nawet nie wiedzą, że są ozdrowieńcami? https://t.co/axXDJw3l0c""
"
0,"@LukaszBok @szakul1202 Szczepionka nie pomogła ? A może zaszkodziła ?
"
0,"@MarcinBosacki To może będą za darmo rozdawać hot dogi wyborcze z Orlenu , nadziewane szczepionka w parowkach 😎
"
0,"""@BakKamil94 @MarekPusiarski @Kto72102356 @MarekTomkow @NIZP_PZH Bez tego mamy to co mamy, czyli:
- Szczepionka jest bezpieczna.
- Kłamiecie, były zgony!
- Yyy, no cóż, żaden lek nie jest tak w 100% bezpieczny...
- To czemu wcześniej kłamaliście, że jest?

Efekt gorszy, niż jakby od razu normalnie uprzedzić o ryzyku (niewielkim ale jednak).""
"
0,"@Jeregski @Lewactwo jaka szczepionka i czy zostaje ten sam typ przy zmianie terminu? 🤔
"
0,"@Polsport a co będzie jak szczepionka doprowadzi jakiego olimpijczyka do stanu ze nie będzie mógł wystąpić na igrzyskach? co wtedy :]
"
0,"@RadioZET_NEWS I w ramach tego będą dalej ich testować, bo czemu nie? A na jesień kolejne szczepienie, bo obecną szczepionka traci ważność.
"
0,"#smigusdyngus #szczepimysie #AstraZeneka #phizer #szczepionka #Wielkanoc #Wielkanoc2021 https://t.co/L608kgmuAY
"
1,"""@Bob_Gedron Pfizer: Nasze szczepionki zapewniają najwyższą ochronę do 6 miesięcy po przyjęciu drugiej dawki. Wynik ten podważają badania przeprowadzone w Izraelu, według których ten okres ochronny jest... dwa razy krótszy. 
https://t.co/4bhakJNLpS https://t.co/RwiBGq7eh2""
"
1,"Szczepionka to współczesna forma prowadzenia konfliktu. I prawdopodobnie nie ostatnia.
"
1,"@Kot_Behemot_PL @rrobertn No proszę jak nie wziął szczepionki to umarłby na covida jak nic, ale jak wziął to umarł  na choroby współistniejące bo szczepionka zadziałała a skąd o tym wiemy bo rrobert i na interi napisali. Poczekamy zobaczymy ,wiesz że w dłuższej perspektywie i w ciebie to uderzy kocie. https://t.co/c7NmfiHJge
"
0,"@patrick22s Ja tez przechodziłem z tragarzami. Patrzę a tu szczepionka.
"
1,"@FalsePand3mic Osobiście również podejrzewam związek ostatnio miałam okazje na własne oczy zobaczyć co może wyrządzić po prostu szczepionka bo mój pies zwiotczał 10 minut po podaniu takiej na wściekliznę. Trują nas aż miło 💁🏼‍♀️
"
1,"""📺'""@szymon_holownia został postawiony przed wyborem - zaszczepisz się i zostaniesz zhejtowany, albo twoja szczepionka trafi do zlewu. Min. @michaldworczyk zapowiedział, że nie ma możliwości odwołania szczepień zaplanowanych w najbliższych dniach.'"" @hennigkloska #DebataDnia https://t.co/A6RCEJWz39""
"
0,"@janek_W1 Takich śmierdzieli to niemiecką szczepionką FENOL należy szczepić
"
