etykieta,tekst
11,Wielka Brytania zacznie wkrótce szczepić osoby poniżej 30. roku życia https://t.co/lW8maqpqCl https://t.co/XJGuaxcTgS
3,"@AAksik @KonradBerkowicz Szczepionka nie chroni przez zarażeniem się tylko łagodzi skutki choroby, ale to też nieistotny detal"
11,"Polacy nie chcą się szczepić! Morawiecki zmartwiony: 'To bardzo niedobrze'"" https://t.co/UdZYhxi59m via @pantarhei_tv Morawiecki zmartwiony.Morwiecki caly czas ma nadzieje na depopulacje Polski i zrobienia miejsca zydom."""
10,@KSzczerski @prezydentpl @derekchollet To bardzo proszę zapytać się jeszcze dlaczego USA nie zatwierdziły szczepionki Astra zeneki bo u nas chcą szczepić tym młodych ludzi.
11,"""ℹ️ Trwa rejestracja osób 60+ na szczepienie przeciw #COVID19.

☎️ Zadzwoń pod bezpłatny i całodobowy numer infolinii 989 lub do punktu szczepień, aby otrzymać szybszy termin szczepienia.

#SzczepimySię"""
11,"@_zboral @PBasiukiewicz Wyciągam wniosek, że doktor uczciwie informuje, ze szczepionka pko covid19 to nie jest ani jedyne ani najlepsze wyjście z pandemii. Bardzo cenię takie uczciwe podejscie do pacjenta. Szkoda, ze taka nie jest większość lekarzy. Może byśmy mieli racjonalne podejscie do tej pandemii."
10,"""@JakubKrupa Ciekawi mnie te 28% w wieku 16-49. Co to są za osoby? Bo póki co, to  mogą  szczepić się tylko osoby 50+.
Screen  NHS⬇️ https://t.co/wVYLGOmcFC"""
3,"Szczepionka chroni przed zachorowaniem. Zysk jest ewidentny'"" https://t.co/qMM9wmysBt"""
1,"@patka0091 Jeśli tak bardzo zależy im na przyspieszeniu działań szczepionką, która nie jest zabezpieczeniem przed wirusem i nie pomaga na niego,  to do czego została stworzona i w jakim celu , co jest takiego istotnego w tym procesie , że otwierają punkty szczep w marketach, u pracy itp ."
11,"W Wielkiej Brytanii Medicines and Healthcare Products Regulatory Agency ogłosiła, że osoby przed 30 rokiem życia powinny być szczepione inną niż AstraZeneca szczepionką, jeśli alternatywa jest dostępna i o ile nie mają poważnego ryzyka ciężkiego przebiegu Covid oraz nie przyjęli"
11,Szykuje się kolejna wojna na linii rząd - samorząd. O punkty szczepień masowych. Duże miasta ogłosiły już  swoje lokalizacje. Ale po co aż tyle? Liczbę ustali NFZ - słyszę w RM. Ale chcemy  szczepić szybciej. Ale nie wszędzie są potrzebne i nie ma tylu szczepionek. Cdn...
11,"Zacznijmy szczepić wreszcie kasjerów, sprzątaczki, kurierów - to są grupy będące w stałym kontakcie z setkami osób dziennie. Mało kto o nich wspomina!"
3,"""@Obcy8pasazer @merlijah @jurajczyk @Firarafaa @bukarolbu @wybranowski Które media!!??
Wszystkie trąbią w tę samą nutę.Szczepić i nie zadawać pytań a wprzypadku zgonu po szczepieniu to nie miało nic z tym wspólnego patrz K.Krawczyk.
https://t.co/FoF0GeIKIF"""
11,"""https://t.co/c18WSAMwxI
Na parkingu Stadionu Wrocław uruchomione mają zostać dodatkowe punkty szczepień typu drive-thru. Tygodniowo będzie można w nich szczepić przeciw COVID-19 ok. 50 tys. osób."""
3,"@tvp_info Dziwne ,że  tak wiele osób jest przeciw szczepieniom.🤷‍♂️Przecież nie ma obowiązku się szczepić. Szczepionki są w 100% skuteczne ,ludzie nie umierają i nie mają  skutków ubocznych , a nie czekaj. 🙄"
11,"""Wszystko zrobi za prowizję: „Matovicz zapewnił, że zrobi wszystko, aby ludzie mogli zacząć szczepić się rosyjskim preparatem.
Potajemne sprowadzenie szczepionki na Słowację wywołało ostry kryzys w koalicji rządowej i ostatecznie kosztowało Matovicza stanowisko premiera.” A Mriya?"""
11,"""Wszystko zrobi za prowizję: „Matovicz zapewnił, że zrobi wszystko, aby ludzie mogli zacząć szczepić się rosyjskim preparatem.
Potajemne sprowadzenie szczepionki na Słowację wywołało ostry kryzys w koalicji rządowej i ostatecznie kosztowało Matovicza stanowisko premiera.” A Mriya?"""
11,"@Ewelina_B_Bomba Beda szczepienia w maj w aptekach, w czerwcu w zakładach pracy. Pożyjemy, zobaczymy...."
11,@ArchiMed2020 po szczepieniu przez 2 tygodnie nie powinno się pić alkoholu.
11,"""Przestaja szczepic?
https://t.co/98tb7GkHph"""
3,@PioSzlachtowicz Skurwysyny faszyści są wy szczepić całe społeczeństwo pozabijać biednych ludzi obudźcie się ludzie nie dajcie się szczepić będziecie chorować i umierać!!!👎🤮☠️
11,"@Mat_z_Katowic @AnnaZabl @Radio_TOK_FM @TOKFM_NEWS No to tych, co nie chcą - nie szczepić. Szczepić tych, którzy chcą."
11,"@PremierRP @szczepimysie Nie szczepić się gównem Pfizer-Biontech i Moderna oraz całym pozostałym szajsem mRNA (DNA) sponsorowanym wam 'za darmo'"" przez Gatesa i Sorosa! https://t.co/WSguuX9e28"""
11,"@PremierRP @szczepimysie Nie szczepić się gównem Pfizer-Biontech i Moderna oraz całym pozostałym szajsem mRNA (DNA) sponsorowanym wam 'za darmo'"" przez Gatesa i Sorosa! https://t.co/WSguuX9e28"""
11,"""Tak się rodzi KORONAZIZM.

Europejski Trybunał orzekł, że można szczepić PRZYMUSOWO!!!"""
11,@michalkobosko jesteście żenujący. Idźcie się szczepić z płaczącym Szymonkiem.
13,"""Terminów jest mnóstwo również dlatego, że ludzie się umawiają i nie przychodzą!
Jeśli się nie chcesz szczepić, debilu jeden z drugim, to się nie zapisuj, bo zajmujesz miejsce tym, którzy chcą, a wciąż czekają w kolejce - to https://t.co/pKBhUHdxsJ rodzice.
Trzeba zmienić zasady!"""
13,"""Terminów jest mnóstwo również dlatego, że ludzie się umawiają i nie przychodzą!
Jeśli się nie chcesz szczepić, debilu jeden z drugim, to się nie zapisuj, bo zajmujesz miejsce tym, którzy chcą, a wciąż czekają w kolejce - to https://t.co/pKBhUHdxsJ rodzice.
Trzeba zmienić zasady!"""
11,Ruszają zapisy na szczepienia dla kolejnych roczników (1962-1973) ⤵⤵https://t.co/Nc4y37dLBF
11,@szczepimysie @MZ_GOV_PL Bo szczepienia bez testów to eksperyment . Dziękuję tylko debil bez mózgu idzie się szczepić. Propaganda na szczepienia a fakt taki że są zgony o których rząd nie chce mówić!
11,"@maciej_joker @spychalski_b @AndrzejDuda Nie trzeba szczepić tą śmiercionką, wystarczy leczyć i normalnie pacjentów przyjmować. Zlikwidować teleporady (to powinien być wyjątek, dla wygody pacjenta, a nie lekarza) i dopuścić leki. U nas lekarzy, którzy leczą, marginalizuje się, a gloryfikuje covidocelebrytów półgłówków!"
2,@PolskaKobieta Logika - skoro bierzesz  leki na  rozrzedzenie krwi  bo jestes po zawale   to ta szczepionka  nie jest dla  ciebie- organizm po otrzymaniu szczepionki głupieje-  resztę dośpiewaj  sobie sam sam
11,"@bozena_st @szczepimysie Pani sobie jeszcze musi uświadomić jak taka akcja szczepienia w ZP miałaby wyglądać. Na miejsce przyjeżdża zespół medyczny z całym sprzętem i środkami medycznymi. To nie tak, że portier bierze strzykawę w ręce i strzela na wejściu."
11,"1800 rozmrożonych szczepionek #Pfizer  otrzymał szpital Żeromskiego! Trzy dni na wykorzystanie. 'Zużyjemy bez problemu'"" zapowiada w rozmowie z nami dyrektor placówki #szczepionka #SzczepimySię  https://t.co/ZCGWzFFHVq"""
10,@AndrzejDuda Panie Prezydencie proszę zainteresować się sprawą szczepień ludzi młodych AZ. Większość Państw wprowadza ograniczenie wiekowe a Polska brnie w zaparte. Nauczyciele nie przyjmą drugiej dawki AZ. Będziemy szczepić więcej ludzi młodych AZ będzie więcej zgonów.
10,@AndrzejDuda Panie Prezydencie proszę zainteresować się sprawą szczepień ludzi młodych AZ. Większość Państw wprowadza ograniczenie wiekowe a Polska brnie w zaparte. Nauczyciele nie przyjmą drugiej dawki AZ. Będziemy szczepić więcej ludzi młodych AZ będzie więcej zgonów.
3,@szczepimysie pytanie hipotetyczne ale czy gdyby osoba zakażona niewiedząca o tymże zakażeniu np. bezojabjawowa została zaszczepiona mogą być skutki uboczne szczepienia..
11,@szczepimysie pytanie hipotetyczne ale czy gdyby osoba zakażona niewiedząca o tymże zakażeniu np. bezojabjawowa została zaszczepiona mogą być skutki uboczne szczepienia..
11,"@Gutek06397070 @Krlewna5 @agarodziewicz Generalnie Covida nie ma, wiec w tym polu szczepionka dziala"
11,"@KiraCzarczynska @GCessak @MZ_GOV_PL W sumie ma Pani rację - brak racjonalnej kontrargumentacji pozwalającej zanegować stawianą tezę, przejawiający się bezmyślną agresją, też o czymś świadczy, więc faktycznie zgoda, że nie szkoda, skoro nie potrafi Pani obalić tezy, że te szczepienia są eksperymentem medycznym."
2,Związek między szczepionką firmy AstraZeneca a przypadkami zakrzepicy: sprzeczne zapewnienia EMA #wyborcza https://t.co/hYPMhuzRG1
11,"@podhalanin @hytrekprosiecka Jednak dla mnie,  mimo, że jestem wierzącą, priorytetem byłaby szczepionka. A gdybym nie mogła przyjść, to wcześniej bym odwołała swoją chęć. Powinny być za to kary, bo ludzie powodują, że niewykorzystane szczepionki mogą okazać się nieprzydatne do szczepień"
11,"""Hihi, wczoraj Gmyz w Wiadomościach - z powodu braku informatyzacji w Niemczech szczepienia idą gorzej niż w Polsce.
Niemcy szczepili wczoraj 656 tys. osób.
Polska - 200 tys."""
11,"@PiotrStrzembosz „Osoby, które identyfikują się jako biali i ich gospodarstwa domowe, nadal będą musiały czekać, ponieważ szczepionka jest dostępna tylko dla osób w wieku 50 lat lub starszych”"
11,"""@TrueBartoszcze @RobertMaslak @agda_acka @EwaMac1 @grzesiowski_p Dokładnie tak. Media i ludzie propagujący szczepienia - choć kierując się dobrymi intencjami - wprowadzili sporo zamieszania
(Artykuł sprzed tygodnia, więc ilość przypadków już się zmieniła)
https://t.co/n6jUh6nx9a"""
11,@szczepimysie Ponownie pytam na jaki okres szczepionka daje ochronę? Dlaczego tak ważna informacja nie jest podawana?
11,"@NiezalenyM Czyli Orban, ktory zaszczepil sie w TV chinska szczepionka,  dostal witaminki"
11,Narodowy Spis Powszechny jest nie zgodny z prawem RODO !!!!! Jest to ujawnienie wrażliwych danych osobowych !!!!!! Czy to znaczy ze Rząd chce wiedzieć ile jeszcze ma uśmiercić Polaków a szczególnie tych co pobierają emerytury szczepionka smierć !!!!!! ZUS góra !!
11,"Grubo ponad 8 mln Polaków pobiera emerytury ZUS i KRUS czyli tyle jest osób w wieku 65+, czyli zdecydowana większość nie chce się szczepić. 'wyszczepiono'"" ok. 2 mln dwoma dawkami, Polska posiada 8 mln dawek. Czy wprowadzą przymus szczepień ?"""
3,"""@PolsatNewsPL Zaszczypieni chorują i powodują pandemie. Do tego zdrowi ludzie, bez objawów choroby się testują. Prawdziwa pandemia wybuchnie, jak od 13 kwietnia zaczną się szczepić wszyscy.

No 💉💉, no tests!"""
3,"""@PBeatap @drhalat Zaszczypieni chorują, trafiają doszpitala i powodują pandemie. Do tego zdrowi ludzie, bez objawów choroby się testują. 
Prawdziwa pandemia wybuchnie, jak od 13 kwietnia zaczną się szczepić wszyscy.

Odrzućcie szczypawki i testy, a pandemia zniknie!"""
11,"@katarynaaa Prokuratorzy są zaszczepieni na prawdę, dlatego tak im opornie wchodzi. Szczepienia (masowe) prowadzi Prokurator Generalny. Uzyskanie odporności populacyjnej wśród prokuratorów jest mu potrzebne do osiągania dalszych korzyści politycznych."
10,"@tvn24 @KropkaNadI Wielka Brytania jednak kobiety poniżej 30 r.z.woli szczepić innymi szczepionkami bo po co ryzykować, Niemcy poniżej 60 r.z. Też będą stosować Pfizer. Nam nie szkoda mlodych kobiet najwyżej kilkanaście umrze..."
11,"@Karola_wamehIo @pawelmesko @Zolw__Pzn Jak Ci pelikanie nawet Kaczyński to powiedział, że chcą zlikwidować wolność, to nie wiem co cię ma przekonać, że chcą nas wymordować. Po co się szczepić skoro jest okres ochrony 12 tygodni,  dlaczego firmy jakie je produkują mają wyroki za korupcję i zbrodnie? https://t.co/n1z3RRy214"
10,@RysiekzMisia @agnieszkawolsk9 @synekzfamiloka @janek_W1 Ograniczenia zostały dzisiaj ogłoszone i rzeczywiście w WB nie będą szczepić AZ osób poniżej 30 lat
11,"@HGeeka @pisorgpl Czy wy, ludzie niczego nie czytacie?Nie rozumiecie, ze powszechne szczepienia spowoduja nieobliczalne, negatywne skutki dla ludzi zaszczepionych, ale i to ,ze beda oni zagrazac wszystkim?"
11,"""ℹ Wykonaliśmy 7 263 426 szczepień
1️⃣ dawką wykonano 5 167 241 szczepień
2️⃣ dawką wykonano 2 096 185 szczepień

Więcej szczegółów znajdziecie Państwo w naszym serwisie ⤵️

https://t.co/5vH2ASJ0Ce https://t.co/tvuDI0eeqJ"""
3,"@TSmokowski @wojtekao Jedyne co wiemy na ten moment to, że szczepienia  zmniejszają szanse wystąpienia objawów. Dopóki nie pojawią się wiarygodne badania wpływu szczepionek na transmisję wirusa musimy założyć, że szanse pozytywnego wyniku PCR i zakażenia innych są takie same także po szczepieniu."
11,A w Warszawie rząd utrudnia samorządowi otwarcie punktów szczepień i limituje szczepienia dla dwumilionowej aglomeracji.
10,"@michaldworczyk Nie przewyższają ryzyka u młodych. Nie wprowadzajcie w błąd ! Od kiedy tak słuchacie UE, może w spawie wymiaru sprawiedliwości też powinniście. Cywilizowane Państwa nie będą szczepić młodych ludzi."
11,"Paszporty szczepionkowe sa zle ze wzgledu na mlodych ludzi, ktorzy zaszczepia sie jednyni aby odzyskac wolnosc przemieszczania . Choc nie ma przeslanek medycznych  aby ich szczepic, mowi harvardzki epidemiolog M. Kulldorff"
11,"@KontoEko Z drugiej strony nie widziałem aby ktoś tak szybko zapodał, nie wiem czy tak szybko można coś wstrzyknąć, mając dzieci chodziłem do szczepienia i widziałem jak to trwa 😲🤔"
1,"@adam__jaworski @bfialek Tylko, że można określić grupę ryzyka, która nie powinna się szczepić AZ, można przyjąć leki, które zmniejszą ryzyko powikłania i można to powikłanie leczyć. Ryzyko jest, tylko, że sam Covid19 prawdopodobnie też wywołuje takie powikłanie"
11,"@szczepimysie Ile z tego 16+? Zero? Pfizer już sprawdzony na  młodszych dzieciach, a w Polsce nawet dopuszczonego 16+ nie potrafią zacząć szczepić. https://t.co/3YHbpUX1s0"
11,"@AgataKowalskaTT Szczepionka stała się towarem tak samo deficytowym, jak papier toaletowy, masło, zimowe buty i pasta do zębów za galopującej komuny."
11,"Europejski Trybunał Praw Człowieka orzekł, że 'obowiązkowe szczepienia są legalne'"" i mogą być konieczne w społeczeństwach demokratycznych"""
13,"Dziś ten sam Tomczyk, ale już w roli szefa klubu odciętej od koryta Koalicji Obywatelskiej łże na całą Polskę, że system szczepień „na naszych oczach się zawalił”, a „szczepionki leżą w lodówkach, zamiast szczepić setki tysięcy ludzi”! https://t.co/kk6f5TCaEI"
11,"@MAKowalczyk A u nas wychodzi minister i tłumaczy,że kumulacja,  bo święta i zgonów nie wypisywali🤦‍♀️.  Dla nich to puste liczby, statystyka,  nie nasze życie. Pytam co się musi stać,  żeby się zabrali za szczepienia? Na co oni czekają?"
11,"@ulanbar1 @KludkowskaM @Bis1Tsoda @szczepimysie A ja mam inne wrażenie. W moim mieście (Olecko) terminów nie ma. Lekarze i pielęgniarki proponują szczepienia w oddalonej 16 km. miejscowości, gdzie terminów w bród. Ale większość nie chce, bo to... wioska. I tak to się kręci."
3,"""@GrazynaSzczesna @ilonadarmach @mekarska @acosta_re_nata Ja jestem za poczekaniem. Ale też fanatyczna wiara, że amantadyna postawi wszystkich na nogi więc nie ma co się szczepić też jest szkodliwa. 
Chorychina, nawet osocze - okazało się, że nie działa, a na początku nadzieje były duże."""
11,"""@szczepimysie @MOstafinska @KludkowskaM Zacznijcie w końcu szczepić a nie ciągle coś naprawiacze/poprawiacie/sprawdzacie..
Jeśli jest dużo szczepionek a ludzie nie przychodzą na umówione terminy to otwórzcie możliwość szczepienia dla wszystkich. Ludzie w szpitalach umierają. Czekacie na 1000 zgonów dziennie?"""
11,"@PBasiukiewicz @DoRzeczy_pl @OrdoMedicus @NaczelnaL To Pan przyparty tu do muru ostatecznie uniknął odpowiedzi na to, czy uważa, że należy szczepić Polaków na COVID czy nie. A w raporcie - relacja za 'NCz'"" - pisze pan, że już nie trzeba szczepić, bo mamy odporność w kraju."""
11,"@MichaZienkiewi1 @KaroGlowacka @bfialek @Radio_TOK_FM Są badania mówiące o tym, aby ozdrowieńców szczepić pojedynczą dawką. Po to aby poziom przeciwciał był wysoki. Covid to jednak nie świnka."
11,"""W sytuacji, kiedy nie zjawia się pacjent, można zaszczepić dowolnego innego pacjenta, który nie jest zapisany na termin, ale jest już uprawniony, ma wystawione e-skierowanie. Takich osób w Polsce jest grubo ponad 10 mln - mówi szef KPRM @michaldworczyk 
https://t.co/ste9N9irhH"""
9,"@michaldworczyk Aaaa, chcielibyście z pandemią walczyć wspólnie? Szczepić strzykawkami jednorazowymi kilka osób?!!! To Wasze i tylko wasze nieudolstwo, partactwo, brak kompetencji, douczcie się do czego służą jednorazowe strzykawki!!!"
11,"@PremierRP @a_niedzielski @michaldworczyk @MZ_GOV_PL Niestety,Panu Niedzielskiemu nie zależy na zdrowiu Polaków, tylko żeby jak najwięcej osób zaszczepić Mam nadzieję że mądrzejemy i się nie szczepimy."
11,@Polsport Życzenia śmierci. Po kiego chuja szczepić młodych zdrowych ludzi.
11,"""@mbukows @Pekao_Analizy @RadekZyzik Panowie: badanie ozdrowieńców z Danii nie wykazało zanikania odporności (+7 msc).

Nie ma sensu (na razie) ich szczepić (&lt; 65l), mają dobrą odporność z szansą na reinfekcje &lt; 1%, odpornością na 45 z 46 testowanych wariantów i ochroną górnych dróg oddech.

https://t.co/ffRQeiVwK2"""
11,"Liczba osob napierdalajacych na to, ze ola boga farmaceuci mają szczepić mnie rozpierdala. 5 lat studiów, w tym anatomia i fizjologia czlowieka, nauka o postaci leku, a oni uwazaja chyba, ze to sa zwykli kasjerzy w aptece."
11,"Minister @a_niedzielski w #KPRM: Chcemy poszerzyć grupę osób, które będą mogły kwalifikować do szczepienia. Opracowaliśmy również nowy, wystandaryzowany kwestionariusz kwalifikacji dostosowany do ryzyk związanych z potencjalnymi powikłaniami."
11,"Minister @michaldworczyk: Dzisiaj zostanie opublikowane rozporządzenie ministra zdrowia, dzięki któremu poszerzymy dostęp do szczepień i do kwalifikacji do szczepień dla szeregu nowych zawodów. To jeden z kroków w kierunku przyspieszania procesu szczepień i upraszczania procedur. https://t.co/PODjqf1oBB"
11,"""@K_Stanowski @K_Stanowski naprawdę uważasz, że szczepienie zawodowych sportowców ma sens ? 
Zakażenia wśród rodzimych piłkarzy nie wskazują żeby zagrażał im ten wirus. 
Czy szczepić tylko po to aby potem '""niewymazywać'"", nie wykluczać z zawodów ? 
Może łatwiej przestać testować bezobjawowych."""
11,"@michaldworczyk Po co teraz jak epidemia wygasa, na jesień znów będą musieli się szczepić. https://t.co/n72gzYDdVW"
8,"@katarzyna_ts Jeszcze 6 kwietnia ta sama @wirtualnapolska zamieszczała hymn pochwalny na cześć 'kròla szczepionek z Podkarpacia'"", ktòrego ludzie mieli zaszczepić '""1/3 Podkarpackiego'"". W tekście jest też informacja o szczepionkowych testach '""Medyka'"" na zlecenie J&amp;J. https://t.co/HXwVfbyBn7"""
9,"@GMalkowska @hytrekprosiecka U nas idą w oszczędnosci, zaczynaja szczepić wszystkich jedna strzykawką jednorazową."
11,"@PremierRP @MZ_GOV_PL @michaldworczyk Szczepić 20-40 latkow codziennie są w pracy, narażają się, mechanicy, budowlancy, pracowników marketów itp a nie emeryta co i tak w domu siedzi"
11,"@K_Stanowski Siebie trzeba było zaszczepić. Po szczepieniu raczej dobrze przebadanej grupy medyków, od stanu z początku stycznia do końca marca śmiertelność zarażonych wzrosła dwukrotnie, z 0,17% do 0,34% https://t.co/QzIxQmXXDm https://t.co/QWZJLOI3R9"
11,"@kosik_md Lekarze nie rozumieją jednej kwestii. Nas wybiją to i potem Was. Będą Was szczepić raz w miesiącu. Wasze rodziny, Wasze dzieci. Pieniądze na nic Wam będą potrzebne."
11,"Podobno 'przez najbliższe tygodnie premier będzie jeździł po całej Polsce i pilnował tego, jak wygląda praca punktów szczepień, żeby wszystko przebiegło sprawnie.” A konkretnie? Jak to ma wyglądać? 😂 https://t.co/kE74WNsO6K"""
11,@Radio__Plus @GCessak @URPLWMiPB @jprusinowski U ludzi młodych właśnie ryzyko zgonu jest mniejsze na covid i nie można patrzeć takimi samymi kategoriami jak u starszych z chorobami. Inne kraje to widzą. Jeżeli tylko Polska będzie szczepić AZ to ilość zgonów oczywiście że spadnie z powodu szczepionki.
11,"""Rząd: każe miastom masowo szczepić mieszkańców Miasto Warszawa: organizuje 13 punktów szczepień
Rząd: nie daje zgody na 12 z nich

Czego nie rozumiecie?"""
8,"Szczepienia w Rzeszowie. Jednorazowe strzykawki wykorzystano wielokrotnie? 'Było polecenie, szybko odwołane'""- WP Wiadomosci ⁦@michaldworczyk⁩ ⁦@a_niedzielski⁩ banda siewców śmierci ⁦@MorawieckiM⁩  https://t.co/yT9HRNVqkH"""
11,"@MariaKlosinska @Jacek82268005 Czyli rozumiem pacjenci którzy powinni być badani i leczeni są niżej w hierarchi od zdrowych którzy chcą się szczepić ???? Czyli lepiej poświęcić kilku pacjentów aby na 'akord'"" szczepić!!!!"""
11,"""@Erato001 @michaldworczyk @MorawieckiM Witaj Erato-to pewnie dla Polaków będą te wycofane.Wiadomo  że pis bokami już robi,ludzie nie chcą się szczepić-chcieli szczepić 40+ ale jak wytłumaczyć śmierć po tej zabójczej cieczy u 40-latka!?
Kłaniam się.
https://t.co/Wiimyek7DP"""
11,"""Wielka szkoda, że w ankiecie brakło odpowiedzi '""dowolną'""
55,6% - Pfizer
16,5% - Nie wie czym się różnią szczepionki
10,2% - J&amp;J
6,4% - nie chcą się zaszczepić
5,6% - Moderna
3% - AstraZeneca
2% - Sputnik V
0,6% - NovaVax
0% (0,002%) - CureVac
0% - Valneva https://t.co/uDAcnlzue5"""
2,"@kosik_md Strach przed szczepieniami jest jak najbardziej uzasadniony. 10 państw wstrzymało szczepienia Astrą, bo pojawiały się doniesienia o zakrzepicy. Ema stwierdziła, że 'zysk przewyższa ryzyko'"". Poza tym nie ma wiarygodnych statystyk ile ludzi umarło na skutek szczepień."""
11,"""Były wiceprezes firmy Pfizer: „Całkowicie możliwe, że szczepionki będą wykorzystane do depopulacji na masową skalę” 

https://t.co/gFj7tS6g1B"""
11,"@MSWiA_GOV_PL @PolskaPolicja Czy to prawda, że 40% policjantów nie chce się zaszczepić? https://t.co/CTHBvZCvHV"
11,"""@MichaWojtcz @michaldworczyk M. Dworczyk: '""Dzisiaj jesteśmy na etapie przygotowań procedur, infrastruktury, ale jeszcze nie możemy wykorzystać tego w 100%, bo cały czas mamy za mało szczepionek. Kiedy szczepionki do nas dotrą, będziemy szczepić maksymalnie dużą liczbę osób'"".
O co więc panu chodzi?"""
11,Koniec z podróżami szczepionkowymi. Premier: Każdy będzie mógł zaszczepić się blisko domu https://t.co/idCMEbUP5v
13,"""@wperer74 @Grzegorz_Red @ICM_UW @niedakh Jak to uwzględnić, to można oceniać odporność średnio na 25% populacji.

Dziennie zapada ok 0,13-0,15% populacji. Zatem do progu odporności gdzie R0&lt;1 mamy ok 1-2 miesiące.

To oznacza długi powolny spadek na granicy wytrzymałości szpitali.

Powinni szczepić seniorów a nie 40+."""
11,"Donald Tusk, pomimo późniejszych zapewnień, był informowany o tym, że polscy eksperci spotykają się z dużymi utrudnieniami ze strony Rosjan @MagazynSledczy #wieszwięcej https://t.co/phC8GU8y0L"
11,"12 kwietnia odsetek osób, które chronione są przed wirusem poprzez szczepienia, wcześniejsze infekcje lub naturalną odporność, osiągnie poziom 73,4 proc. https://t.co/91Vg8e2hOT"
11,@lekbiesiada @tomziel1 @ncbartek @RARS_GOV_PL @szczepimysie @CentrumeZdrowia A ja chciałem ... na kwiecień postanowiliśmy lekko zdemolować nasze życie🤣 i szczepić ile damy radę (w granicach naszych możliwości czasowych). Czasem 30 więcej w tyg się przyda i można kolejkę przyspieszyć. W maju praktycznie tylko 2 dawki planuję...
11,@szczepimysie W Sopocie w punkcie szczepień pełno wolnych terminów na szczepienia. Dlaczego jak jako 30 letni mieszkaniec Sopotu nie mogę isc się zaszczepić gdzie szczepienie ułatwiłoby mi wykonywanie mojej pracy i związane z nią testy i kwarantanna.
11,"@trzaskowski_ @warszawa A czy pomimo slajdów rządu nie możecie stworzyć więcej punktów(o ile są szczepionki)Już od ponad roku widać, że nie ma co liczyć na rząd. Musimy szczepić masowo.Mówili, że 40latków nie będą jeszcze szczepić i co?Tworzyć te punkty i szczepić na potęgę."
11,Dziś zmarło prawie 1000 osób na covid prawdopodobnie nie zdążyły się zaszczepić ... bo przecież ważniejsze było zaszczepienie 3500 pracowników kwatery głównej NATO w Europie z naszej puli szczepionek.
11,"Oczywiście, że trzeba będzie powtórnie szczepić. I tak co rok. Czasu na leczenie już nie starczy."
11,"...samorządowych, pisowskich punktów. Punktom w Warszawie skąpi szczepionek, a mogłyby szczepić już teraz i dwa razy więcej. Zapewne dlatego, żeby robić spektakl, czyli bydło i wielogodzinne kolejki na Narodowym. Wczoraj szczepiłem się w punkcie patronackim ratusza.  W 15 minut!"
11,"""@Laurunia3 @drhalat https://t.co/FZ8Jc8jiRL
Oczywiście, że zadaniem jest zniszczyć jeszcze zdrowych. Pod koniec tej części wyjaśnione jest dlaczego muszą się wszyscy zaszczepić. Pozostaniemy bez grupy kontrolnej, która jest zagrożeniem, ponieważ  stan zdrowia tych grup jest porównywany."""
11,".@trzaskowski_ Rządzący zamiast zająć się opanowaniem sytuacji nie są w stanie przesłać jasnego sygnału na co są gotowi. Trzy miesiące temu apelowaliśmy do rządu o wytyczne ale tego nie ma i szczepionek też nie ma chociaż my jesteśmy gotowi, jako samorządy, by szczepić więcej. https://t.co/dqd3vedvHa"
11,@mmigalski @CentralneO wolą wylać niż zaszczepić
9,"""Punkty szczepień chcą szczepić niewykorzystanymi dawkami. '""Przedstawimy takie rozwiązanie'"".

Zobacz materiał @FaktyTVN ⤵
https://t.co/jaAbFqfE8B https://t.co/zuRzoJBzIn"""
13,"""Zmanipulować,omamić, śmiertelnie wystraszyć mnóstwo osób.Pozbawić dochodu, pracy, perspektyw.Zaszczepić eksperymentem. Sfałszować dane przez urzędy pracy, bo urzędnicy z komuny raczej PiS dobrze nie życzą. Na koniec dziwić się depresji.
Szczyt podłości graniczący z bestialstwem!"""
11,"""@EFedorowicz Gdyby niemądrzy ludzie przestali się szczepić i testować, wówczas wszyscy nie bylibyśmy zmuszeni do zaszczepienia się.
Po roku pandemii większość ludzi ma odporność i wypracowaliśmy odporność stadną.
To zaszczepieni powodują, że PANDEMIA trwa, bo oni chorują i będą chorować!"""
7,"""@tvp_info Niemcy odejmują sobie szczepionki od ramion, żeby Polacy mogli się zaszczepić
#wieszwięcej #Jedziemy

 https://t.co/l8eh2nYixJ"""
11,KGHM chce zaszczepić przeciw COVID-19 wszystkich swoich pracowników https://t.co/cDA81M4ukT
11,"""'""Rezerwuar ... Cudownie. Spróbuj więc zaszczepić ten eksperymentalny produkt zdrowym dzieciom na chorobę, która zabija mniej niż tytoń i prawie nie dotyka żadnego dziecka. Jesteście potworami.

Przygotujcie się na zbrojną rewoltę.'"""""
9,"""@lepetitdejeneu1 @gazeta_wyborcza Lepiej zaszczepić chętnych, niż zutylizować rozpoczęte szczepionki. 
Brawo Rzeszów!!"""
11,"@5555GE @start_see @KarolRosenthal Ja sądzę, że będą się z radością szczepić, niestety 😕"
11,"""@Obcy8pasazer @Marcin37805568 To po co ci psychopaci z pisu zamówili 100mln dawek szczepionek???
Będą takich durni szczepić po 4 razy"""
11,"""@Mark001001 Żeby były wybory to wirus musiałby być w odwrocie 😂
a w wakacje chcą jeszcze szczepić dzieci..."""
