,title,verdict,short_justification
937,Czy WHO chce siłą usuwać z domów zarażonych członków rodziny?,Fake News,"W zgłoszonym video Michael Ryan, dyrektor wykonawczy programu WHO Health Emergencies, podczas konferencji prasowej, która miała miejsce 30 marca 2020 roku, miał powiedzieć, że konieczne będzie wtargni..."
938,Czy mięso z probówki jest zdrowsze niż to pozyskane metodą tradycyjnej hodowlii uboju?,Nieweryfikowalny,"Obecnie nie można jednoznacznie stwierdzić czy tzw. sztuczne mięso ( wyhodowane z komórek macierzystych znajdujących się w mięśniach) jest zdrowsze, niż to pozyskane metodą tradycyjnej hodowli i uboju..."
939,Czy ozdrowieńcy stanowią zagrożenie dla ludzi?,Fake News,"Nie jest prawdą, że ozdrowieńcy stanowią zagrożenie dla ludzi. Są nim osoby chore na COVID-19 lub zakażone koronawirusem SARS-Cov-2. W zgłoszonym artykule, którego tytuł niewiele ma wspólnego z tek..."
940,Czy nakłuwanie igłą może uchronić przed śmiercią w wyniku udaru?,Fake News,"Wbrew temu, co twierdzi autor artykułu „Udar mózgu – zwykła metoda, która może ocalić życie tuż po udarze”, nakłuwanie palców igłą osoby, która właśnie doznała udaru, nie ocali jej życia. Autor jednoc..."
941,Czy soda oczyszczona pozwala wyleczyć trądzik?,Fake News,"To fake news. Na wstępie warto wyjaśnić, że trądzik to zapalna choroba jednostek włosowo-łojowych (mieszków włosowych) o podłożu genetycznym. Jak tłumaczą specjaliści na łamach portalu Medycyna Prakty..."
942,"Czy picie wody zaraz po przebudzeniu pozwala wyleczyć wiele schorzeń, m.in. astmę i raka?",Fake News,"O ile rzeczywiście woda jest nam bardzo potrzebna do właściwego funkcjonowania, z pewnością nie jest lekiem na wszelkie dolegliwości, a już na pewno nie leczy tak poważnych chorób jak astma i nowotwor..."
943,Czy nasiona awokado działają skutecznie przeciwko ostrej białaczce szpikowej?,Fake News,"W świetle obecnej wiedzy, nie ma żadnej diety, która sama w sobie wyleczyłaby nowotwór. Specjaliści są co do tego zgodni: jest coś takiego jak leczenie dietetyczne, które wpływa korzystnie na przebieg..."
944,Czy szczepienie Rosjan Sputnikiem V rozpoczęło się przed zakończeniem badań nad tą szczepionką?,Prawda,"Badania nad rosyjską szczepionką o nazwie Sputnik V wciąż znajdują się w fazie testowej, choć kampania szczepień przeciwko Covid-19 rozpoczęła się w Rosji 5 grudnia. Kontrowersje wokół rosyjskiej sz..."
945,Czy Niemcy tracą kontrolę nad COVID-19?,Prawda,"Zgłoszony artykuł (z 4.12.2020) opisuje sytuację związaną z pandemią w Niemczech. Powołując się na informacje z mediów niemieckich tekst przedstawia problemy, z jakimi boryka się Berlin. Według niemie..."
946,Czy greckokatolickiego księdza z Filadelfii zabiła szczepionka Moderny?,Fake News,"Nie jest prawdą, że John Fields, greckokatolicki ksiądz z Filadelfii zmarł z powodu komplikacji po szczepieniu na koronawirusa. Jak podają źródła kościelne, przyczyną jego śmierci był atak serca. Ks..."
947,"Czy, w porównaniu do lat poprzednich, liczba zgonów nie wzrosła, a to może sugerować, że nie ma pandemii?",Fake News,"W zgłoszonym tekście, opublikowanym 1.12.2020, autor podważa istnienie pandemii, czego dowodem ma być m.in. niezwiększona liczba zgonów. Posługuje się przy tym danymi z maja 2020. Według publikacji am..."
948,Czy w Wielkiej Brytanii wojsko pomaga w walce z dezinformacją na temat pandemii COVID-19?,Prawda,"Zgłoszone do weryfikacji doniesienie, o tym, że w Wielkiej Brytanii do walki z dezinformacją na temat trwającej pandemii (w tym m.in. na temat szczepień przeciw COVID-19) zaangażowane jest brytyjskie ..."
949,Czy w Wielkiej Brytanii w związku z początkiem szczepień na COVID-19 masowo zamyka się blogi krytyków szczepionek?,Fake News,W Wielkiej Brytanii nie zamyka się masowo blogów internetowych osób krytycznych wobec szczepień. Brytyjska centrala wywiadu elektronicznego GCHQ zaangażowana w walkę z dezinformacją nt. COVID-19 nie p...
950,"Czy to, że szczepionka na koronowirusa musi być przechowywana w bardzo niskiej temperaturze, świadczy o tym, że może być trująca lub w inny sposób szkodliwa?",Fake News,"Przechowywanie szczepionki w bardzo niskiej temperaturze ma jej zapewnić najwyższą skuteczność, zapobiec jej zepsuciu, a nie dlatego, że kryją się w niej jakieś wrażliwe na ciepło toksyny czy mikroorg..."
951,"Czy księża próbują obejść zakazy i święcić domy z zewnątrz, żeby nie rezygnować z dochodów za kolędę?",Fake News,"Zgłoszony tekst pochodzący z planeta.pl sugeruje, że księża (a właściwie ks. Daniel Wachowiak z Piłki, którego wpisy na Twitterze cytowane są w artykule) z chęci zysku, będą chcieli obejść zakazy zwią..."
952,"Czy minister spraw zagranicznych Rosji Siergiej Ławrow mówi prawdę twierdząc, że UE nie przedstawiła żadnych dowodów na rosyjską dezinformację w temacie COVID-19?",Fake News,"Nie, minister Ławrow nie mówi prawdy. Zespół EUvsDisinfo działający w ramach East StratCom Task Force powołanego przez Europejską Służbę Działań Zewnętrznych (European External Action Service, EEAS) w..."
953,"Czy w Belgii wprowadzono przepis, że można zorganizować przyjęcie w ogrodzie do czterech osób, ale tylko jedna z nich może korzystać z toalety?",Prawda,"Ze względu na epidemię Covid-19 w Belgii wprowadzono obostrzenia w kontaktach społecznych. W święta w domu może przebywać tylko jedna osoba spoza gospodarstwa, więc rzeczywiście tylko jeden gość może ..."
954,Czy aplikacja „5G Blocker” blokuje niebezpieczne dla zdrowia skutki fal 5G?,Fake News,"Oprogramowanie smartfona niczego, co dociera ze strony stacji bazowej, nie blokuje – wyjaśnia prof. Sławomir Hausman. I podkreśla równocześnie, że nie ma podstaw, by mówić o szkodliwości technologii 5..."
955,Czy łosoś hodowlany jest jednym z najbardziej toksycznych pokarmów?,Prawda,"Badania naukowe dowiodły, że łosoś hodowlany jest jednym z najbardziej toksycznych produktów żywnościowych. Przyczynę tego stanowi przetworzona sucha pasza, którą te ryby są karmione. Wysokie poziomy..."
956,Czy pandemia SARS-CoV-2 „szalała” w USA już w 2019 roku?,Fake News,"Nie jest prawdą, że SARS-CoV-2 pochodzi z USA i że pandemia nowego koronawirusa „szalała” tam już jesienią 2019 roku, a więc zanim wirus pojawił się oficjalnie w Chinach, a tak sugeruje zgłoszony teks..."
957,Czy koronawirus ratuje nas przed innymi chorobami?,Fake News,"Nie jest prawdziwe stwierdzenie, że jeśli szczepionka na koronawirusa okaże się skuteczna, w krótkim czasie zaczniemy umierać na choroby gorsze niż Covid-19, od których ratowały nas koronawirusy. Wedł..."
958,Czy technologia 5G zabije bydło i wysterylizuje glebę?,Fake News,"W zgłoszonym video możemy usłyszeć między innymi to, że technologia 5G dotrze także na wieś, powodując śmierć bydła i sterylizację gleby. Technologia 5G zapewne tam trafi, jednak nie powinniśmy się sp..."
959,Czy w Polsce dzienna liczba zgonów związanych z COVID-19 zbliża się do tysiąca i przewyższy liczbę testów?,Fake News,"Niezależnie od dobowej liczby przeprowadzanych testów w danym kraju, dzienna liczba zgonów na Covid-19 jest zawsze dużo, dużo niższa. W Polsce przeprowadza się każdego dnia dziesiątki tysięcy testów (..."
960,Czy Sallie Elkordy mogła paść ofiarą ukierunkowanego zabójstwa z wykorzystaniem 5G?,Fake News,"Twierdzenie, że Sallie Ann Ottavino Elkordy (1960-2020) padła ofiarą zabójstwa to czysta spekulacja. Tym bardziej nieuzasadnione jest twierdzenie, iż jej śmierć była w jakikolwiek sposób związana z te..."
961,Czy lekarze „enefzetowi” nie chcą leczyć chorych ze stwierdzonym Covid- 19?,Fake News,"Nie ma dowodów potwierdzających, że lekarze podstawowej opieki zdrowotnej nie chcą leczyć pacjentów chorych na Covid-19. Jak czytamy w zgłoszonym do fact checku artykule, „urasta do choroby która jes..."
962,Czy infekcja koronawirusem może wpłynąć negatywnie na płodność u mężczyzn?,Nieweryfikowalny,"Pandemia COVID-19 może wpłynąć negatywnie na płodność u mężczyzn – przypuszczają naukowcy. Podkreślają jednak, że aby uzyskać jednoznaczną odpowiedź w tej kwestii, konieczne są dalsze badania. COVI..."
963,Czy Pfizer i Moderna podały testowanym osobom inne warianty szczepionki na Covid-19 jako placebo?,Fake News,"Firmy biotechnologiczne Pfizer oraz Moderna, które jako pierwsze ogłosiły skuteczność swoich szczepionek na koronawirusa na poziomie 95 proc., nie używały jako placebo w grupie kontrolnej innych wersj..."
964,Czy lekarzom odebrano dodatek za walkę z koronawirusem?,Fake News,"Lekarzom nie odebrano dodatku za walkę z koronawirusem. Dodatek ten przyznaje ustawa opublikowana w Dzienniku Ustaw w dniu 28 listopada 2020 r. Jej przepisy weszły w życie dnia następnego, tj. 29 list..."
965,Czy Covid-19 to połączenie istniejących wcześniej chorób pod nową nazwą?,Fake News,"Tego typu twierdzenie można zakwalifikować do szerokiej fali fake newsów, którego negują istnienie choroby COVID-19 wywoływanej przez koronawirusa Sars-Cov-2. Nie jest ona zlepkiem wcześniej znanych c..."
966,"Czy szczepionka na grypę jest bezpłatna, bo stanowi poważne ryzyko dla zdrowia?",Fake News,"Szczepionki przeciw grypie charakteryzują się najmniejszą liczbą rejestrowanych niepożądanych odczynów poszczepiennych. Po ich podaniu mogą wystąpić jedynie reakcje miejscowe, takie jak zaczerwienieni..."
967,"Czy, przez noszenie maski, wirusy nie mogą uciec i przedostają się do mózgu?",Fake News,"To fake news. W nadesłanym zgłoszeniu dr Russell Blaylock ostrzega, że maski na twarzy nie tylko nie chronią zdrowych osób przed zachorowaniem, ale także stwarzają poważne zagrożenie dla ich użytkowni..."
968,Czy w technologii 5G ekspozycja na pole elektromagnetyczne będzie zależna od ilości i szybkości transmitowanych danych?,Fake News,"Technologia stosowana w łączności 5G, w przewidywanej formie i w ramach obowiązujących przepisów, wskazuje raczej na spadek natężenia pola elektromagnetycznego w naszym otoczeniu i brak odczuwalnych d..."
969,Czy stawki w szpitalu tymczasowym są wyższe niż w tradycyjnych placówkach medycznych?,Fake News,"Nie jest prawdą, że stawki za opiekę nad pacjentami w szpitalu tymczasowym na Stadionie Narodowym są wyższe niż w tradycyjnych szpitalach. Taka właśnie teza, że szpital tymczasowy jest lepiej finansow..."
970,Czy niejonizujące promieniowanie 5G daje te same efekty co Covid-19?,Fake News,"Nie jest prawdą, że niejonizujące promieniowanie 5G daje te same efekty co Covid-19. Promieniowanie niejonizujące, w tym emitowane przez telefony komórkowe i sieć 5G, ogólnie uznawane jest za nieszkod..."
971,"Czy minister zdrowia zapowiedział, że obowiązek noszenia maseczek nigdy nie zostanie zniesiony?",Fake News,"Nie jest prawdą, że minister zdrowia Adam Niedzielski zapowiedział, że obowiązek noszenia maseczek już nigdy nie zostanie zniesiony. Zgłoszony do fact checku tekt opublikowany w portalu medianarodowe..."
972,Czy 5G umożliwi zdalne przeprowadzanie operacji?,Prawda,"Zdalne operacje z użyciem technologii 5G nie są futurystyczną wizją przyszłości. Takie operacje mają miejsce już dziś, a wraz z rozwojem 5G będą stawały się coraz to bardziej powszechne - wskazują eks..."
973,Czy fundacja Billa Gatesa wpływa na organizacje fact-checkingowe poprzez ich finansowanie?,Fake News,"Pandemia koronawirusa to czas, w którym rozkwitają dezinformacja oraz teorie spiskowe - nie tylko te związane z SARS-CoV-2 i wywoływaną przez niego chorobą COVID-19, ale również z rolą osób i organiza..."
974,"Czy dyrektorzy mazowieckich szpitali są odprawiani z kwitkiem, gdy proszą o przyjęcie pacjentów do Szpitala Narodowego?",Fake News,"Nie jest prawdą, że Szpital Narodowy odmawia większości próśb o przyjęcie pacjentów z innych szpitali covidowych. Pod koniec listopada wskaźnik kwalifikacji pacjentów do szpitala tymczasowego na Stadi..."
975,"Czy generał Perna, szef Operacji Warp Speed, zapowiedział obowiązkowe szczepienie wszystkich Amerykanów i Polaków w ciągu 24 godzin od zatwierdzenia szczepionki na COVID-19?",Fake News,"Ze zgłoszonej publikacji możemy się dowiedzieć że gen. Perna 18 listopada 2020 ogłosił, że wszyscy Amerykanie i Polacy muszą zostać zaszczepieni w ciągu 24 godzin od zatwierdzenia szczepionki na COVID..."
976,"Czy wirusy są tak małe, że swobodnie przenikają przez tkaninę maseczki?",Fake News,"Zgłoszona grafika, która od jakiegoś czasu pojawia się w internecie, przedstawia porównanie wielkości przestrzeni między włóknami w maseczce i wielkości wirusa. Ten ostatni jest wyraźnie mniejszy, co ..."
977,Czy respiratory pochodzące z ARM rozrywają płuca?,Fake News,"Nie jest prawdą, że respiratory, które szpitale otrzymują obecnie z Agencji Rezerw Materiałowych „rozrywają pacjentom płuca”. A taką właśnie wizję roztacza przed czytelnikami autor zgłoszonego tekstu ..."
978,"Czy to prawda, że rząd nie zamierza ograniczać działania mediów społecznościowych w Polsce?",Prawda,"Rząd nie planuje ograniczać działania mediów społecznościowych w Polsce - to prawda. Spekulacje na ten temat pojawiły się w mediach i internecie po artykule, w którym jeden z dużych serwisów informac..."
979,Czy do żywności dodawana jest rakotwórcza chemia?,Fake News,"Nieprawdą jest, że dopuszczona na rynek żywność, wzbogacona dodatkami, grozi rozwojem raka. Produkcja żywności jest obwarowana licznymi regulacjami, które powstają w rezultacie wnikliwych badań naukow..."
980,"Czy w genomie koronawirusa SARS-CoV-2 istnieje niebezpieczny gen, którego nie można wykryć tradycyjnymi metodami?",Fake News,"Nie jest prawdą, że w genomie koronawirusa istnieje niebezpieczny gen, którego nie można wykryć tradycyjnymi metodami. Opisana w sensacyjnym artykule praca z czasopisma „eLife” dotyczy zidentyfikowani..."
981,Czy szczepienia przeciwko COVID-19 będą obowiązkowe?,Fake News,"Szczepienia przeciwko chorobie COVID-19 wywoływanej przez koronawirusa SARS-CoV-2 nie będą obowiązkowe. Jak czytamy w rządowym serwisie informacyjnym poświęconym zagadnieniom wokół koronawirusa, „przy..."
982,"Czy w Afryce nie ma pandemii COVID-19, a naukowcy nie wiedzą, dlaczego?",Fake News,"Afryka, podobnie jak wszystkie inne kontynenty, jest dotknięta pandemią COVID-19 – ale rzeczywiście dotychczas przebiega tam ona łagodniej niż w Europie, Azji i obu Amerykach. Naukowcy wskazują na kil..."
983,Czy człowiek może zarazić się boreliozą drogą płciową tak jak zaraża się kiłą?,Fake News,"Boreliozą nie można się zarazić od drugiego człowieka. Jak informuje Główny Inspektorat Sanitarny, zakażenie następuje wyłącznie na skutek ukłucia przez kleszcza z rodzaju Ixodes zakażonego bakteriami..."
984,"Czy to naukowo potwierdzone, że technologia 5G doprowadzi do wymarcia wszystkich owadów na Ziemi?",Fake News,"Nie ma jakichkolwiek potwierdzonych rzetelnymi badaniami dowodów jednoznacznie przemawiających za bezpośrednim wpływem technologii 5G na populację owadów na Ziemi. Badanie, na które powołuje się autor..."
985,Czy telefon komórkowy to zabójcza technologia?,Fake News,Nie można jednoznacznie potwierdzić negatywnego wpływu ekspozycji człowieka na promieniowanie elektromagnetyczne wytwarzane przez telefon komórkowy – wskazują naukowcy w „Białej księdze”. Jak podkreśl...
986,"Czy wideo pokazujące pusty szpital w Gdańsku to dowód, że nie ma żadnej pandemii?",Fake News,"Wideo pokazujące puste pomieszczenia Uniwersyteckiego Centrum Klinicznego w Gdańsku oraz Pomorskiego Centrum Chorób Zakaźnych i Gruźlicy w Gdańsku, które miało dowodzić braku pandemii to manipulacja i..."
987,"Czy to prawda, że koronawirusa SARS-CoV-2 nie wyizolowało żadne laboratorium na świecie?",Fake News,"To nieprawda - koronawirus został wyizolowany w wielu laboratoriach świata i znana jest jego sekwencja genetyczna, dzięki czemu możliwe są badania naukowe nad tym patogenem oraz - tym samym - walka z ..."
988,"Czy nie ma dowodów naukowych na to, że szczepienia działają?",Fake News,"Nie jest prawdą, że nie ma dowodów naukowych na to, że szczepienia działają. Dowodów takich jest mnóstwo. Oto pięć przykładów: 1. Szczepienia przeciwko ospie prawdziwej doprowadziły do całkowitej eli..."
989,Czy szczepionka przeciwko koronawirusowi jest śmiertelnie niebezpieczna?,Fake News,"Nie jest prawdą, że szczepionka przeciwko koronawirusowi jest śmiertelnie niebezpieczna. Po pierwsze, zarówno w dniu publikacji zgłoszonego artykułu, jak i tego raportu, wciąż trwały prace nad szczepi..."
990,"Czy to prawda, że przed wejściem na koncert trzeba okazywać dowód szczepienia lub wynik testu na koronawirusa wraz z biletem elektronicznym?",Fake News,"W treści zgłoszenia zacytowano wywiad, którego czasopismu “Billboard” udzielił prezes firmy Ticketmaster oferującej elektroniczny system biletowania płatnych wydarzeń Mark Yovich. Tytuł zgłoszenia: ""..."
991,Czy trzeba zrezygnować ze zwykłej pasty do zębów (z fluorem) bo szkodzi szyszynce?,Fake News,"Zgłoszony do weryfikacji artykuł zawiera tezę, według której, stosowanie „zwykłych past do zębów” (zawierających fluor) należy do istotnych czynników ryzyka rozwoju zwapnienia szyszynki i upośledzenia..."
992,Czy Chiny rozpoczęły już wdrażanie sieci 6G?,Fake News,"Dotychczas nie istnieje żaden uznany międzynarodowo standard „łączności bezprzewodowej szóstej generacji” tudzież „6G”, by można było bez zastrzeżeń pisać o uruchomieniu „pierwszego satelity”. Choć ro..."
993,Czy stymulowanie wskazanego przez Jerzego Ziębę miejsca pod nosem pomaga przeżyć zawał serca?,Fake News,"W internecie, m.in. w serwisie YouTube, można znaleźć nagranie wideo, w którym Jerzy Zięba radzi, jak można „domowym sposobem” - za pomocą wykałaczek albo widelca - pomóc choremu z zawałem serca. W t..."
994,Czy wieże 5G będą umieszczane w stratosferze?,Fake News,"Nie, wieże 5G nie mogą być i nie będą umieszczane w stratosferze. Wieże 5G (RAN) to nadajniki naziemne, które są kluczowym elementem budowy infrastruktury potrzebnej do wprowadzenia nowego standardu ..."
995,Czy noszenie maseczek zwiększa ryzyko zachorowania na COVID-19?,Fake News,Noszenie maseczek ochronnych nie przyczynia się do większej zachorowalności na COVID-19. Amerykańska agencja CDC zdementowała błędne interpretacje jej wyników badań rozpowszechniane przez koronascepty...
996,"Czy wystarczy zwykły kaszel, by zostać uznanym za chorego na Crovid-19, a nie np. na grypę czy przeziębienie?",Fake News,"Kaszel, jako objaw, nie wystarczy, by zostać uznanym za potwierdzony przypadek zakażenia koronawirusem. Zgodnie z nową definicją Głównego Inspektoratu Sanitarnego, kaszel spełnia kryteria kliniczne tz..."
997,Czy stworzenie szczepionki na koronawirusa jest niemożliwe?,Fake News,"Twierdzenie, że stworzenie szczepionki na koronawirusa nie jest możliwe, to daleko posunięty pesymizm, biorąc pod uwagę, że – choć obecnie nie ma jeszcze szczepionki zatwierdzonej do powszechnego użyt..."
998,Czy aspiryna pomaga w leczeniu COVID-19?,Nieweryfikowalny,"Badania opublikowane w portalu Anesthesia & Analgesia sugerują, że aspiryna może poprawić wyniki leczenia COVID-19. Sami autorzy zgłoszonego do weryfikacji tekstu stwierdzają jednak, że konieczne jest..."
999,Czy ten sam nastolatek zmarł trzy razy na Covid-19?,Fake News,"Wizerunek 14-letniego chłopca, który na początku pandemii zmarł zakażony wirusem SARS- Cov-2, został błędnie wykorzystany w mediach społecznościowych, stąd nieporozumienie. Pytanie w tym temacie przes..."
1000,"Czy USA produkują szczepionki i gromadzą zapasy, mimo że te jeszcze nie są zatwierdzone?",Prawda,"Dostępne w wielu miejscach informacje o trwającej w USA produkcji szczepionki, mimo że nie jest ona jeszcze zatwierdzona, mają być dowodem na spisek. Jest to jednak efekt operacji Warp Speed (OWS) - p..."
1001,Czy szczepionka na COVID-19 jest niepotrzebna?,Fake News,"Ok. 80 procent zakażonych wirusem SARS-CoV-2 przechodzi chorobę łagodnie lub bezobjawowo. Skuteczność badanych szczepionek szacowana jest na ok. 90 procent. Autor zgłoszonego wpisu twierdzi, że w zwią..."
1002,Czy tymczasowy szpital na Stadionie Narodowym to izolatorium dla lekkich przypadków?,Fake News,"Nieprawdą jest, że w Szpitalu Narodowym leczone są tylko lekkie przypadki Covid-19. Do tego szpitala tymczasowego trafiają m.in. pacjenci covidowi z zapaleniem płuc, wymagający różnego rodzaju wspomag..."
1003,Czy szczepienie przeciw grypie kobiet w ciąży często wywołuje u nich poronienie?,Fake News,"Nie ma potwierdzonych dowodów naukowych pozwalających stwierdzić, że szczepienie kobiet w ciąży przeciwko grypie „często wywołuje poronienie”. Są natomiast takie, które zaprzeczają tej tezie. Zdaniem ..."
1004,Czy w szpitalu tymczasowym na PGE Stadionie Narodowym nie ma respiratorów i aparatury do tlenoterapii?,Fake News,"Szpital tymczasowy urządzony w pomieszczeniach PGE Stadionu Narodowego jest w pełni wyposażony zarówno w respiratory, jak również w sprzęt umożliwiający prowadzenie tlenoterapii wysokoprzepływowej. Fa..."
1005,"Czy ta fotografia potwierdza, że lekarze ratują manekiny, bo brakuje chorych na Covid-19?",Fake News,"Fotografia dołączona do zgłoszonego postu na Facebooku nie dowodzi, że w szpitalach zamiast covidowych pacjentów leżą manekiny. To zdjęcie autorstwa Michała Teperka (14.04.2020) z WUM, które ilustruje..."
1006,Czy od początku stycznia 2021 r. rusza w Polsce akcja obowiązkowego szczepienia na COVID-19?,Fake News,"Nie ma żadnych potwierdzonych informacji o tym, że od stycznia 2021 roku w Polsce rusza akcja obowiązkowego szczepienia przeciwko koronawirusowi SARS-CoV-2 wywołującemu chorobę COVID-19. Jak zapewnił ..."
1007,Czy żołnierze WOT rzeczywiście są zagrożeniem dla pacjentów chorych na Covid-19?,Fake News,"Nie jest prawdą, że żołnierze WOT są zagrożeniem dla pacjentów z Covid-19, co sugeruje w zgłoszonym wpisie posłanka KO Kamila Gasiuk-Pihowicz. Nie ma także mowy o „inwazji” na szpitale, bo żołnierze W..."
1008,"Czy rząd zaplanował lockdown już miesiąc temu, i pomimo deklaracji, dąży do jego wprowadzenia?",Fake News,"Zamknięcie polskiej gospodarki na miesiąc kosztowałoby blisko 100 mld zł – wylicza wicepremier Jarosław Gowin. A ponieważ lockdown oznacza nie tylko skutki gospodarcze, lecz również społeczne, „dążeni..."
1009,Czy w Polsce nie ma już wolnych łóżek i respiratorów?,Fake News,"Według oficjalnych danych na dzień 9 listopada 2020 r., w Polsce nadal nie brakuje łóżek ani respiratorów dla pacjentów z COVID-19. Nie wyklucza to możliwości, że w razie dalszego wzrostu dynamiki now..."
1010,Czy ozdrowieńcy oddający osocze na Śląsku za to płacą?,Fake News,"Oddawanie osocza przez ozdrowieńców jest nieodpłatne – informuje Regionalne Centrum Krwiodawstwa i Krwiolecznictwa w Katowicach. 8 listopada na portalu Twitter jeden z użytkowników napisał, że na Śl..."
1011,Czy bez rządowej aplikacji na telefon nie wyjdziesz z domu?,Fake News,"„Nie ma planów, aby aplikacja STOP COVID była obowiązkowa” – poinformowało serwis FakeHunter PAP Centrum Informacyjne Rządu. 6 listopad na stronie internetowej www.nczas.com opublikowano artykuł „Be..."
1012,"Czy test PCR nie pozwala określić, czy wirus dostał się do komórek, czy jest tylko w śluzówce?",Fake News,"Prawdą jest, że koronawirus najpierw atakuje błony śluzowe górnych dróg oddechowych. Stanowią one jakby wrota, przez które wirus przenika do pozostałych komórek organizmu. Komórki błon śluzowych są bo..."
1013,"Czy przypisywanie utraty węchu i smaku COVID-19 jest na wyrost, bo to objaw wielu różnych chorób?",Fake News,Po badaniach naukowych utrata węchu i smaku została zaliczona do charakterystycznych objawów zakażenia koronawirusem. Podobnie jak inne objawy znamionujące COVID-19 (np. gorączka czy kaszel) nagła ut...
1014,"Czy masowe badanie na Słowacji testami antygenowymi wykazało, że gdyby testy PCR nie dawały w większości wyników fałszywie pozytywnych, nie byłoby żadnej pandemii?",Fake News,"Nie jest prawdą że badanie społeczeństwa na Słowacji testami antygenowymi zmieniło obraz pandemii, a testy PCR w kierunku SARS-CoV-2 dają w większości wyniki fałszywie pozytywne. Testom antygenowym ..."
1015,"Czy dostarczane szpitalom nowe respiratory nie nadają się do użytku, bo nie ma do nich dodatkowego osprzętu?",Fake News,"Nie jest prawdą, że respiratory dostarczane bezpłatnie szpitalom z Agencji Rezerw Materiałowych są bezużyteczne, bo nie są zaopatrzone w dodatkowy jednorazowy osprzęt. Taka teza jest jednak rozpowszec..."
1016,Czy Zachód usiłuje odsunąć Łukaszenkę w odwecie za utrzymanie swobód obywatelskich i gospodarczych w obliczu pandemii?,Fake News,"Alaksandr Łukaszenka, który rządzi Białorusią nieprzerwanie od 1994 roku, z całą pewnością nie jest człowiekiem, którego można uznać za obrońcę swobód obywatelskich i gospodarczych w swoim kraju. Tym..."
1017,Czy u bezobjawowo chorych pojawia się nagła utrata węchu?,Fake News,"To fake news. Takie pytanie zostało zgłoszone w oparciu o nagranie krążące w sieci od jakiegoś czasu, chociaż nie to jest główną tezą stawianą przez autorów filmu. Zacznijmy od tego, że pojawienie si..."
1018,Czy Sars-Cov-2 powstał w laboratorium na Ukrainie?,Fake News,"Nie ma żadnych oficjalnych danych, ani nawet doniesień medialnych mówiących o tym, jakoby koronawirus (SARS-CoV-2) miał powstać w laboratorium na Ukrainie, by atakować płuca i stawy starszych osób. ..."
1019,"Czy w krajach, w których nie noszono masek, umieralność na COVID-19 jest niższa, a od sierpnia nie było śmiertelności z powodu COVID-19?",Fake News,"Nie jest prawdziwe ogólne twierdzenie, że w krajach, w których nie noszono maseczek umieralność na COVID-19 jest niższa, a od sierpnia nie było tam śmiertelności z powodu COVID-19. Autor tego stwierd..."
1020,Czy w procedowanej przez Parlament RP ustawie o zawodzie farmaceuty znalazły się zapisy dotyczące klauzuli sumienia?,Fake News,"W zgłoszonym artykule autor twierdzi, że jeśli przyjęta właśnie przez Sejm ustawa wejdzie w życie, w aptece będzie można legalnie odmówić m.in. sprzedaży prezerwatyw. Tego fake newsa rozpowszechniają ..."
1021,"Czy przepisy regulujące zakrywanie nosa i ust w miejscu pracy w Polsce są bardziej restrykcyjne, niż w innych krajach?",Fake News,"Obowiązujące w Polsce przepisy nakładają na pracowników wykonujących swoje obowiązki w zakładach pracy stosowanie środków ochrony osobistej, takich jak np. maseczki i przyłbice zasłaniające usta i nos..."
1022,Czy ludzie w okularach zarażają pięciokrotnie rzadziej?,Nieweryfikowalny,"Choć faktycznie uważa się, że okulary są dodatkową barierą chroniącą przed zakażeniem nowym koronawirusem, wciąż trudno określić precyzyjnie, jak bardzo ograniczają emisję patogenu. Badania dowodzące,..."
1023,Czy lockdown jest bardziej skuteczny niż godzina policyjna?,Prawda,"W zgłoszonym artykule przytoczono wypowiedź doradcy włoskiego Ministerstwa Zdrowia Waltera Ricciardiego. Powiedział on dziennikowi „Il Messaggero”, że godzinowe restrykcje nie działają i skuteczniejsz..."
1024,Czy szczepionki przeciwko grypie są nieskuteczne?,Fake News,"Nieprawdą jest, że spośród osób zaszczepionych przeciw grypie zaledwie 3 proc. uzyskuje odporność. W zgłoszonym tekście pojawia się wiele nieprawdziwych stwierdzeń. Nie tylko to związane z odporności..."
1025,Czy Światowa Organizacja Zdrowia ogłosiła koniec pandemii?,Fake News,"Światowa Organizacja Zdrowia nie ogłosiła końca pandemii Covid-19; wręcz przeciwnie – nawołuje do nielekceważenia zagrożenia, jakie stanowi rozprzestrzenianie się koronawirusa Sars-CoV-2. Dyrektor re..."
1026,Czy nakaz zachowania dystansu społecznego podczas pandemii koronawirusa jest powiązany z technologią 5G?,Fake News,Wprowadzenie reguły zachowania dystansu społecznego 2 m nie ma nic wspólnego z technologią 5G. Reguła ta została wprowadzona w celu zapobiegania transmisji koronawirusa z człowieka na człowieka. Powią...
1027,Czy wielomiesięczne noszenie maseczki może doprowadzić do osłabienia układu oddechowego i w efekcie do śmierci?,Fake News,"Noszenie maseczki przez wiele miesięcy, nawet po kilka godzin dziennie, według dostępnych źródeł naukowych, nie powinno doprowadzić do niewydolności układu oddechowego. Maski nie blokują bowiem swobod..."
